x,SW,Optimal
0.0,0.0826347232612697,0.04160447077050637
0.034482758620689655,0.07438107670485275,0.03967561754379441
0.06896551724137931,0.06671697633103701,0.03788453955430726
0.10344827586206896,0.05964242213982249,0.036231236775868425
0.13793103448275862,0.053157414131209155,0.03471570922335976
0.1724137931034483,0.04726195230519706,0.03333795690188566
0.20689655172413793,0.04195603666178616,0.032097979812430864
0.24137931034482757,0.03723966720097647,0.030995777955220304
0.27586206896551724,0.033112843922768004,0.030031351330159363
0.3103448275862069,0.029575566827160744,0.02920469993724239
0.3448275862068966,0.02662783591415468,0.028515823776473773
0.3793103448275862,0.02426965118374984,0.027964722847857146
0.41379310344827586,0.022501012635946213,0.027551397151393292
0.4482758620689655,0.021321920270743786,0.027275846687083268
0.48275862068965514,0.020732374088142574,0.0271380714549284
0.5172413793103449,0.020732374088142574,0.02713807145492846
0.5517241379310345,0.021321920270743786,0.027275846687083202
0.5862068965517241,0.02250101263594621,0.02755139715139267
0.6206896551724138,0.024269651183749845,0.02796472284785687
0.6551724137931034,0.026627835914154685,0.028515823776475727
0.6896551724137931,0.029575566827160744,0.029204699937249293
0.7241379310344828,0.033112843922768004,0.030031351330177508
0.7586206896551724,0.03723966720097647,0.03099577795526016
0.7931034482758621,0.04195603666178617,0.032097979812497845
0.8275862068965517,0.04726195230519706,0.033337956901839924
0.8620689655172413,0.05315741413120916,0.034715709223146596
0.896551724137931,0.059642422139822494,0.036231236775941866
0.9310344827586207,0.06671697633103701,0.03788453955862996
0.9655172413793103,0.07438107670485274,0.039675149239489935
