x,SW,PM,Optimal
0.0,4.278625217019726,3.273172487864194,0.7347035687412068
0.12816326530612246,4.022014625078517,3.076863933823194,0.7347035687412068
0.2563265306122449,3.776096141134859,2.8887349028672333,0.7347035687412068
0.3844897959183674,3.5408697651887535,2.7087853949963168,0.7347035687412068
0.5126530612244898,3.3163354972401953,2.53701541021044,0.7347035687412068
0.6408163265306123,3.1024933372891885,2.3734249485096055,0.7347035687412068
0.7689795918367348,2.8993432853357315,2.218014009893813,0.7347035687412068
0.8971428571428572,2.7068853413798255,2.070782594363062,0.7347035687412068
1.0253061224489797,2.525119505421471,1.9317307019173529,0.7347035687412068
1.153469387755102,2.3540457774606653,1.8008583325566854,0.7347035687412068
1.2816326530612245,2.19366415749741,1.6781654862810595,0.7347035687412068
1.409795918367347,2.0439746455317063,1.563652163090476,0.7347035687412068
1.5379591836734696,1.9049772415635513,1.4573183629849331,0.7347035687412068
1.666122448979592,1.7766719455929474,1.3591640859644323,0.7347035687412068
1.7942857142857145,1.6590587576198936,1.2691893320289738,0.7347035687412068
1.922448979591837,1.5521376776443896,1.187394101178556,0.7347035687412068
2.0506122448979593,1.4559087056664368,1.1137783934131806,0.7347035687412068
2.178775510204082,1.370371841686034,1.0483422087328467,0.7347035687412068
2.306938775510204,1.2955270857031822,0.991085547137555,0.7347035687412068
2.435102040816327,1.23137443771788,0.9420084086273046,0.7347035687412068
2.563265306122449,1.1779138977301287,0.9011107932020962,0.7347035687412068
2.6914285714285717,1.1351454657399271,0.8683927008619292,0.7347035687412068
2.819591836734694,1.1030691417472762,0.8438541316068041,0.7347035687412068
2.9477551020408166,1.0816849257521757,0.8274950854367207,0.7347035687412068
3.0759183673469392,1.070992817754625,0.8193155623516788,0.7347035687412068
3.2040816326530615,1.070992817754625,0.819315562351679,0.7347035687412068
3.332244897959184,1.0816849257521755,0.8274950854367206,0.7347035687412068
3.4604081632653063,1.1030691417472762,0.843854131606804,0.7347035687412068
3.588571428571429,1.1351454657399271,0.8683927008619292,0.7347035687412068
3.716734693877551,1.1779138977301287,0.9011107932020962,0.7347035687412068
3.844897959183674,1.2313744377178804,0.9420084086273047,0.7347035687412068
3.973061224489796,1.2955270857031822,0.991085547137555,0.7347035687412068
4.101224489795919,1.3703718416860344,1.0483422087328471,0.7347035687412068
4.229387755102041,1.4559087056664375,1.1137783934131806,0.7347035687412068
4.357551020408164,1.5521376776443911,1.1873941011785565,0.7347035687412068
4.485714285714286,1.6590587576198936,1.2691893320289733,0.7347035687412068
4.613877551020408,1.7766719455929474,1.3591640859644325,0.7347035687412068
4.742040816326531,1.9049772415635513,1.4573183629849331,0.7347035687412068
4.870204081632654,2.0439746455317063,1.5636521630904758,0.7347035687412068
4.9983673469387755,2.19366415749741,1.678165486281059,0.7347035687412068
5.126530612244898,2.3540457774606653,1.8008583325566854,0.7347035687412068
5.254693877551021,2.5251195054214706,1.9317307019173529,0.7347035687412068
5.3828571428571435,2.7068853413798273,2.0707825943630627,0.7347035687412068
5.511020408163266,2.8993432853357333,2.218014009893814,0.7347035687412068
5.639183673469388,3.1024933372891885,2.3734249485096055,0.7347035687412068
5.7673469387755105,3.3163354972401957,2.5370154102104405,0.7347035687412068
5.895510204081633,3.540869765188754,2.7087853949963168,0.7347035687412068
6.023673469387756,3.776096141134861,2.8887349028672347,0.7347035687412068
6.1518367346938785,4.022014625078519,3.076863933823195,0.7347035687412068
