x,SW,PM,Optimal
0.0,5.9986881983953895,5.437245973924512,1.2927366262741744
0.12816326530612246,5.638916811236315,5.111147090023999,1.2927366262741744
0.2563265306122449,5.294135898542201,4.798635659619341,1.2927366262741744
0.3844897959183674,4.964345460313053,4.49971168271054,1.2927366262741744
0.5126530612244898,4.649545496548862,4.214375159297591,1.2927366262741744
0.6408163265306123,4.349736007249634,3.942626089380497,1.2927366262741744
0.7689795918367348,4.064916992415367,3.6844644729592586,1.2927366262741744
0.8971428571428572,3.7950884520460617,3.439890310033874,1.2927366262741744
1.0253061224489797,3.540250386141719,3.208903600604345,1.2927366262741744
1.153469387755102,3.300402794702336,2.99150434467067,1.2927366262741744
1.2816326530612245,3.0755456777279147,2.78769254223285,1.2927366262741744
1.409795918367347,2.865679035218456,2.597468193290886,1.2927366262741744
1.5379591836734696,2.6708028671739577,2.420831297844775,1.2927366262741744
1.666122448979592,2.4909171735944207,2.257781855894518,1.2927366262741744
1.7942857142857145,2.3260219544798444,2.108319867440117,1.2927366262741744
1.922448979591837,2.17611720983023,1.9724453324815698,1.2927366262741744
2.0506122448979593,2.0412029396455775,1.8501582510188774,1.2927366262741744
2.178775510204082,1.921279143925886,1.74145862305204,1.2927366262741744
2.306938775510204,1.8163458226711566,1.6463464485810577,1.2927366262741744
2.435102040816327,1.7264029758813881,1.5648217276059295,1.2927366262741744
2.563265306122449,1.6514506035565812,1.4968844601266564,1.2927366262741744
2.6914285714285717,1.5914887056967357,1.4425346461432378,1.2927366262741744
2.819591836734694,1.5465172823018516,1.4017722856556736,1.2927366262741744
2.9477551020408166,1.5165363333719288,1.3745973786639647,1.2927366262741744
3.0759183673469392,1.5015458589069675,1.3610099251681098,1.2927366262741744
3.2040816326530615,1.5015458589069675,1.3610099251681098,1.2927366262741744
3.332244897959184,1.516536333371929,1.3745973786639643,1.2927366262741744
3.4604081632653063,1.5465172823018516,1.4017722856556736,1.2927366262741744
3.588571428571429,1.5914887056967357,1.4425346461432376,1.2927366262741744
3.716734693877551,1.651450603556581,1.4968844601266564,1.2927366262741744
3.844897959183674,1.7264029758813884,1.56482172760593,1.2927366262741744
3.973061224489796,1.8163458226711564,1.6463464485810577,1.2927366262741744
4.101224489795919,1.9212791439258865,1.7414586230520404,1.2927366262741744
4.229387755102041,2.041202939645578,1.8501582510188783,1.2927366262741744
4.357551020408164,2.176117209830231,1.9724453324815707,1.2927366262741744
4.485714285714286,2.326021954479845,2.1083198674401165,1.2927366262741744
4.613877551020408,2.49091717359442,2.257781855894518,1.2927366262741744
4.742040816326531,2.670802867173957,2.420831297844775,1.2927366262741744
4.870204081632654,2.865679035218456,2.597468193290886,1.2927366262741744
4.9983673469387755,3.075545677727914,2.78769254223285,1.2927366262741744
5.126530612244898,3.3004027947023356,2.99150434467067,1.2927366262741744
5.254693877551021,3.540250386141719,3.208903600604345,1.2927366262741744
5.3828571428571435,3.795088452046064,3.4398903100338756,1.2927366262741744
5.511020408163266,4.064916992415369,3.68446447295926,1.2927366262741744
5.639183673469388,4.349736007249633,3.9426260893804974,1.2927366262741744
5.7673469387755105,4.649545496548861,4.214375159297591,1.2927366262741744
5.895510204081633,4.964345460313052,4.499711682710541,1.2927366262741744
6.023673469387756,5.294135898542203,4.798635659619342,1.2927366262741744
6.1518367346938785,5.638916811236316,5.1111470900240015,1.2927366262741744
