x,SW,SW-C,PM,PM-C,Unbias-GPM,Optimal
0.5306122448979591,0.07678591787570843,0.07244732746317695,0.07848223376512786,0.059824873401353784,0.2162000035518154,0.0597282648665276
0.5510204081632653,0.07717132835406915,0.07292830557081764,0.0788794113478759,0.060222050984102715,0.2163438254026444,0.05995369224959646
0.5714285714285714,0.07774944407161133,0.07364977273227602,0.07947517772199753,0.06081781735822256,0.21655955817888772,0.06029183332420196
0.5918367346938775,0.07852026502833365,0.07461172894755563,0.08026953288749228,0.06161217252371731,0.2168472018805453,0.060742688090341446
0.6122448979591836,0.07948379122423699,0.07581417421665293,0.08126247684436105,0.06260511648058742,0.21720675650761723,0.06130625654801625
0.6326530612244897,0.08064002265931958,0.07725710853957146,0.08245400959260474,0.06379664922883022,0.21763822206010353,0.061982538697227696
0.6530612244897959,0.08198895933358585,0.07894053191631123,0.08384413113222022,0.06518677076844615,0.21814159853800452,0.06277153453797224
0.673469387755102,0.08353060124702782,0.08086444434686602,0.08543284146321017,0.06677548109943743,0.21871688594132,0.06367324407025299
0.6938775510204082,0.08526494839965348,0.0830288458312447,0.08722014058557503,0.0685627802218014,0.2193640842700496,0.06468766729406639
0.7142857142857142,0.0871920007914575,0.08543373636944018,0.08920602849931214,0.07054866813553984,0.2200831935241936,0.06581480420941688
0.7346938775510203,0.08931175842244166,0.08807911596145779,0.09139050520442504,0.07273314484065008,0.22087421370375204,0.0670546548163018
0.7551020408163265,0.09162422129261039,0.09096498460729219,0.09377357070090886,0.07511621033713611,0.22173714480872486,0.06840721911472247
0.7755102040816326,0.09412938940195836,0.0940913423069496,0.09635522498876936,0.0776978646249944,0.22267198683911227,0.0698724971046758
0.7959183673469387,0.09682726275048292,0.09745818906042736,0.09913546806800255,0.08047810770422892,0.2236787397949136,0.07145048878616489
0.8163265306122448,0.09971784133819028,0.10106552486771925,0.10211429993860932,0.0834569395748348,0.2247574036761295,0.07314119415918974
0.836734693877551,0.10280112516508133,0.1049133497288306,0.105291720600591,0.08663436023681648,0.22590797848276023,0.07494461322375123
0.8571428571428571,0.10607711423114807,0.10900166364376673,0.10866773005394315,0.09001036969017129,0.22713046421480532,0.07686074597984582
0.8775510204081632,0.10954580853639762,0.1133304666125241,0.11224232829867198,0.09358496793489746,0.2284248608722641,0.0788895924274744
0.8979591836734693,0.11320720808082818,0.11789975863509561,0.11601551533477394,0.0973581549710012,0.22979116845513814,0.08103115256664051
0.9183673469387754,0.11706131286443977,0.1227095397114919,0.11998729116225082,0.10132993079847541,0.23122938696342588,0.0832854263973486
0.9387755102040816,0.12110812288722883,0.12775980984170232,0.12415765578109994,0.1055002954173263,0.23273951639712798,0.08565241392242307
0.9591836734693877,0.12534763814920424,0.13305056902573753,0.12852660919132308,0.10986924882754945,0.23432155675624555,0.0906945507146828
0.9795918367346939,0.12977985865035357,0.13858181726358865,0.13309415139292202,0.1144367910291475,0.23597550804077638,0.10187174071377214
